d_loss,epoch,g_loss,step
0.6185157895088196,0,1.4052505493164062,49
0.650814950466156,0,0.9288123846054077,99
0.6387709379196167,0,1.179900050163269,149
0.6208421587944031,0,1.194430947303772,199
0.6161591410636902,0,1.3952288627624512,249
0.5960439443588257,0,1.1911206245422363,299
0.5829302668571472,0,1.118356704711914,349
0.5769243240356445,0,0.9830173254013062,399
0.6028844118118286,0,1.0245137214660645,449
0.5550995469093323,1,1.0787104368209839,499
0.5797021389007568,1,1.0141708850860596,549
0.5641485452651978,1,0.9290429949760437,599
0.5523145198822021,1,1.2190229892730713,649
0.548528790473938,1,0.9673054814338684,699
0.5404075384140015,1,1.0336995124816895,749
0.538162350654602,1,1.0633831024169922,799
0.5405385494232178,1,0.8291222453117371,849
0.5347071290016174,1,1.0081068277359009,899
0.5333925485610962,2,1.2446680068969727,949
0.5237546563148499,2,1.0559805631637573,999
0.5356865525245667,2,0.7482602000236511,1049
0.5339481830596924,2,1.208946704864502,1099
0.5316348075866699,2,1.7431954145431519,1149
0.5255420207977295,2,1.5448733568191528,1199
0.5225372910499573,2,1.1309179067611694,1249
0.6902467608451843,2,0.9648234248161316,1299
0.5328658819198608,2,0.8658771514892578,1349
0.45475706458091736,2,1.3196461200714111,1399
0.5554342269897461,3,1.8588507175445557,1449
0.4676585793495178,3,1.437885046005249,1499
0.4624099135398865,3,1.0513538122177124,1549
0.4729793071746826,3,1.2147729396820068,1599
0.4901881814002991,3,1.226974368095398,1649
0.4488469064235687,3,1.0681471824645996,1699
0.5572674870491028,3,2.2860300540924072,1749
0.46760794520378113,3,0.8975017070770264,1799
0.5323074460029602,3,0.7005568742752075,1849
0.4441642165184021,4,2.020390272140503,1899
0.4871271550655365,4,0.8244276642799377,1949
0.49204009771347046,4,0.8971139192581177,1999
0.4174032211303711,4,1.091282606124878,2049
0.4202854037284851,4,1.4192525148391724,2099
0.5024976134300232,4,1.9341706037521362,2149
0.43432319164276123,4,1.1958764791488647,2199
0.4414818286895752,4,1.146918773651123,2249
0.44886788725852966,4,1.3563467264175415,2299
0.41154858469963074,5,1.5756975412368774,2349
0.4460236728191376,5,1.0782980918884277,2399
0.4214699864387512,5,1.24826180934906,2449
0.5034171342849731,5,0.7200568914413452,2499
0.4711627960205078,5,1.042365312576294,2549
0.4118332266807556,5,1.1839749813079834,2599
0.44776198267936707,5,1.5947338342666626,2649
0.5131298303604126,5,0.8126653432846069,2699
0.4872015714645386,5,0.979955792427063,2749
0.4989933669567108,5,0.8330628275871277,2799
0.418578565120697,6,1.228670358657837,2849
0.43488484621047974,6,0.9699826836585999,2899
0.47227370738983154,6,1.4435169696807861,2949
0.4353947341442108,6,1.3764002323150635,2999
0.42682453989982605,6,1.1264833211898804,3049
0.3970488905906677,6,1.2680772542953491,3099
0.5111095309257507,6,0.6398309469223022,3149
0.407861590385437,6,1.511522889137268,3199
0.4210866093635559,6,1.048133373260498,3249
0.3975318670272827,7,1.1936452388763428,3299
0.4162217080593109,7,1.477670669555664,3349
0.48550817370414734,7,0.9442991614341736,3399
0.3639524579048157,7,1.2120321989059448,3449
0.404891699552536,7,1.4571800231933594,3499
0.48857927322387695,7,0.8627244234085083,3549
0.4425816535949707,7,1.0916273593902588,3599
0.4009927213191986,7,1.297717809677124,3649
0.5052837133407593,7,0.603153645992279,3699
0.41494178771972656,7,1.3143233060836792,3749
0.5016531348228455,8,0.789793074131012,3799
0.43316876888275146,8,1.0816426277160645,3849
0.4247409701347351,8,0.9894736409187317,3899
0.4452950954437256,8,1.5562050342559814,3949
0.40855681896209717,8,1.0777502059936523,3999
0.4221891164779663,8,1.264237880706787,4049
0.401914119720459,8,0.8798145055770874,4099
0.4427672326564789,8,1.0778987407684326,4149
0.3969144821166992,8,1.8863105773925781,4199
0.4395706355571747,9,1.204655408859253,4249
0.4685635268688202,9,1.9279532432556152,4299
0.3743692636489868,9,1.683117151260376,4349
0.4270036220550537,9,1.1464362144470215,4399
0.4260992705821991,9,1.7404111623764038,4449
